Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500730,NOCIL Ltd,NOCIL,NOCIL Ltd,Active,A ,10.00,INE163A01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
500770,Tata Chemicals Ltd,TATACHEM,Tata Chemicals Ltd,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500790,Nestle India Ltd.,NESTLEIND,Nestle India Ltd,Active,A ,1.00,INE239A01024,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Active,A ,1.00,INE192A01025,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
500820,Asian Paints Ltd.,ASIANPAINT,Asian Paints Ltd,Active,A ,1.00,INE021A01026,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
500825,Britannia Industries Ltd.,BRITANNIA,Britannia Industries Ltd,Active,A ,1.00,INE216A01030,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
500830,Colgate-Palmolive (India) Ltd.,COLPAL,Colgate Palmolive (India) Ltd,Active,A ,1.00,INE259A01022,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
500840,EIH Ltd,EIHOTEL,EIH Ltd,Active,A ,2.00,INE230A01023,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500850,Indian Hotels Co. Ltd,INDHOTEL,Indian Hotels Company Ltd,Active,A ,1.00,INE053A01029,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500870,Castrol India Ltd,CASTROLIND,Castrol India Ltd,Active,A ,5.00,INE172A01027,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
500875,ITC Ltd,ITC,ITC Ltd,Active,A ,1.00,INE154A01025,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
500877,Apollo Tyres Ltd,APOLLOTYRE,Apollo Tyres Ltd,Active,A ,1.00,INE438A01022,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500878,Ceat Ltd.,CEATLTD,Ceat Ltd,Active,A ,10.00,INE482A01020,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500900,Sterlite Industries (India) Ltd,STERLITEIND,Sterlite Industries (India) Ltd,Delisted,A ,1.00,INE268A01049, ,Equity,-,-,-,-
500940,Finolex Industries Ltd.,FINPIPE,Finolex Industries Ltd,Active,A ,2.00,INE183A01024,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
501301,Tata Investment Corporation Ltd.,TATAINVEST,Tata Investment Corporation Ltd,Active,A ,10.00,INE672A01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
501425,Bombay Burmah Trading Corpn. Ltd.,BBTC,Bombay Burmah Trading Corporation Ltd,Active,A ,2.00,INE050A01025,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
501455,Greaves Cotton Ltd.,GREAVESCOT,Greaves Cotton Ltd,Active,A ,2.00,INE224A01026,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A ,1.00,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial
502355,Balkrishna Industries Ltd.,BALKRISIND,Balkrishna Industries Ltd,Active,A ,2.00,INE787D01026,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
502986,Vardhman Textiles Limted,VTL,Vardhman Textiles Ltd,Active,A ,2.00,INE825A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
503100,The Phoenix Mills Ltd.,PHOENIXLTD,The Phoenix Mills Ltd,Active,A ,2.00,INE211B01039,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
503310,Swan Energy Ltd.,SWANENERGY,Swan Energy Ltd,Active,A ,1.00,INE665A01038,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
503806,SRF Ltd.,SRF,SRF Ltd,Active,A ,10.00,INE647A01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
503960,Bharat Bijlee Ltd.,BBL,Bharat Bijlee Ltd,Active,A ,5.00,INE464A01036,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
504067,Zensar Technologies Ltd.,ZENSARTECH,Zensar Technologies Ltd,Active,A ,2.00,INE520A01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
504614,Sarda Energy & Minerals Ltd,SARDAEN,Sarda Energy & Minerals Ltd,Active,A ,1.00,INE385C01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
504918,Sandur Manganese & Iron Ores Ltd.,SANDUMA,Sandur Manganese & Iron Ores Ltd,Active,A ,10.00,INE149K01016,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
504973,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Active,A ,1.00,INE149A01033,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
505200,Eicher Motors Ltd.,EICHERMOT,Eicher Motors Ltd,Active,A ,1.00,INE066A01021,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
505242,Dynamatic Technologies Ltd.,DYNAMATECH,Dynamatic Technologies Ltd,Active,A ,10.00,INE221B01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
505255,GMM Pfaudler Ltd.,GMMPFAUDLR,GMM Pfaudler Ltd,Active,A ,2.00,INE541A01023,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
505283,Kirloskar Pneumatic Co.Ltd.,KIRLPNU,Kirloskar Pneumatic Company Ltd,Active,A ,2.00,INE811A01020,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
505533,WESTLIFE FOODWORLD LIMITED,WESTLIFE,Westlife Foodworld Ltd,Active,A ,2.00,INE274F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
505537,Zee Entertainment Enterprises Ltd.,ZEEL,Zee Entertainment Enterprises Ltd,Active,A ,1.00,INE256A01028,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
505700,Elecon Engineering Co.Ltd.,ELECON,Elecon Engineering Company Ltd,Active,A ,1.00,INE205B01031,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
505714,Gabriel India Ltd.,GABRIEL,Gabriel India Ltd,Active,A ,1.00,INE524A01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
505790,Schaeffler India Limited,SCHAEFFLER,Schaeffler India Ltd,Active,A ,2.00,INE513A01022,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
506022,Prakash Industries Ltd.,PRAKASH,Prakash Industries Ltd,Active,A ,10.00,INE603A01013,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
506076,Grindwell Norton Ltd.,GRINDWELL,Grindwell Norton Ltd,Active,A ,5.00,INE536A01023,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
506285,Bayer CropScience Limited.,BAYERCROP,Bayer CropScience Ltd,Active,A ,10.00,INE462A01022,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
506395,Coromandel International Limited,COROMANDEL,Coromandel International Ltd,Active,A ,1.00,INE169A01031,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
506401,Deepak Nitrite Limited,DEEPAKNTR,Deepak Nitrite Ltd,Active,A ,2.00,INE288B01029,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
506590,PCBL Chemical Limited,PCBL,PCBL Chemical Ltd,Active,A ,1.00,INE602A01031,Carbon Black,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
506655,Sudarshan Chemical Indus. Ltd.,SUDARSCHEM,Sudarshan Chemical Industries Ltd,Active,A ,2.00,INE659A01023,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
506767,Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Alkyl Amines Chemicals Ltd,Active,A ,2.00,INE150B01039,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
506820,AstraZeneca Pharma India Ltd.,ASTRAZEN,AstraZeneca Pharma India Ltd,Active,A ,2.00,INE203A01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
506943,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,Active,A ,1.00,INE572A01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
507205,Tilaknagar Industries Ltd,TI,Tilaknagar Industries Ltd,Active,A ,10.00,INE133E01013,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
507685,Wipro  Ltd.,WIPRO,Wipro Ltd,Active,A ,2.00,INE075A01022,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
507815,Gillette India Ltd.,GILLETTE,Gillette India Ltd,Active,A ,10.00,INE322A01010,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
507880,V.I.P. Industries Ltd.,VIPIND,VIP Industries Ltd,Active,A ,2.00,INE054A01027,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
508869,Apollo Hospitals Enterprises Ltd.,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Active,A ,5.00,INE437A01024,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
509480,Berger Paints India Ltd,BERGEPAINT,Berger Paints India Ltd,Active,A ,1.00,INE463A01038,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
509488,Graphite India Ltd.,GRAPHITE,Graphite India Ltd,Active,A ,2.00,INE371A01025,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
509496,ITD Cementation India Ltd,ITDCEM,ITD Cementation India Ltd,Active,A ,1.00,INE686A01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
509557,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,Garware Technical Fibres Ltd,Active,A ,10.00,INE276A01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
509631,HEG Ltd.,HEG,HEG Ltd,Active,A ,2.00,INE545A01024,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
509930,Supreme Industries Ltd.,SUPREMEIND,Supreme Industries Ltd,Active,A ,2.00,INE195A01028,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
509966,VST Industries Ltd.,VSTIND,VST Industries Ltd,Active,A ,10.00,INE710A01016,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
511196,Can Fin Homes Ltd.,CANFINHOME,Can Fin Homes Ltd,Active,A ,2.00,INE477A01020,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
511218,Shriram Finance Limited,SHRIRAMFIN,Shriram Finance Ltd,Active,A ,2.00,INE721A01047,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,2.00,INE121A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
511431,Vakrangee Limited,VAKRANGEE,Vakrangee Ltd,Active,A ,1.00,INE051B01021,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
512070,UPL Limited,UPL,UPL Ltd,Active,A ,2.00,INE628A01036,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
512179,Sunteck Realty Ltd,SUNTECK,Sunteck Realty Ltd,Active,A ,1.00,INE805D01034,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
512237,Jai Corp Limited,JAICORPLTD,Jai Corp Ltd,Active,A ,1.00,INE070D01027,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
512455,Lloyds Metals and Energy Limited,LLOYDSME,Lloyds Metals and Energy Ltd,Active,A ,1.00,INE281B01032,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
512529,Sequent Scientific Limited,SEQUENT,Sequent Scientific Ltd,Active,A ,2.00,INE807F01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
512573,Avanti Feeds ltd.,AVANTIFEED,Avanti Feeds Ltd,Active,A ,1.00,INE871C01038,Animal Feed,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed
512599,Adani Enterprises Ltd.,ADANIENT,Adani Enterprises Ltd,Active,A ,1.00,INE423A01024,Trading - Minerals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
513023,NAVA LIMITED,NAVA,Nava Ltd,Active,A ,1.00,INE725A01030,Power Generation,Equity,Utilities,Power,Power,Power Generation
513250,Jyoti Structures Ltd.,JYOTISTRUC,Jyoti Structures Ltd,Active,A ,2.00,INE197A01024,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
513375,Carborundum Universal Ltd.,CARBORUNIV,Carborundum Universal Ltd,Active,A ,1.00,INE120A01034,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
513377,MMTC Ltd.,MMTC,MMTC Ltd,Active,A ,1.00,INE123F01029,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
513434,Tata Metaliks Ltd,TATAMETALI,Tata Metaliks Ltd,Delisted,A ,10.00,INE056C01010,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
513599,Hindustan Copper Ltd.,HINDCOPPER,Hindustan Copper Ltd,Active,A ,5.00,INE531E01026,Copper,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Copper
513683,NLC India Limited,NLCINDIA,NLC India Ltd,Active,A ,10.00,INE589A01014,Power Generation,Equity,Utilities,Power,Power,Power Generation
514162,WELSPUN LIVING LIMITED,WELSPUNLIV,Welspun Living Ltd,Active,A ,1.00,INE192B01031,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
515030,Asahi India Glass Ltd.,ASAHIINDIA,Asahi India Glass Ltd,Active,A ,1.00,INE439A01020,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
515055,Anant Raj Limited,ANANTRAJ,Anant Raj Ltd,Active,A ,2.00,INE242C01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
517146,Usha Martin Ltd.,USHAMART,Usha Martin Ltd,Active,A ,1.00,INE228A01035,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
517174,Honeywell Automation India Ltd.,HONAUT,Honeywell Automation India Ltd,Active,A ,10.00,INE671A01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
517271,HBL ENGINEERING LIMITED,HBLENGINE,HBL Engineering Ltd,Active,A ,1.00,INE292B01021,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
517326,CMC Limited,CMC,CMC Ltd,Delisted,A ,10.00,INE314A01017, ,Equity,-,-,-,-
517334,Samvardhana Motherson International Limited,MOTHERSON,Samvardhana Motherson International Ltd,Active,A ,1.00,INE775A01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
517354,Havells India Limited,HAVELLS,Havells India Ltd,Active,A ,1.00,INE176B01034,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
517385,Symphony Limited,SYMPHONY,Symphony Ltd,Active,A ,2.00,INE225D01027,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
517506,TTK Prestige Ltd.,TTKPRESTIG,TTK Prestige Ltd,Active,A ,1.00,INE690A01028,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
517569,KEI Industries Ltd.,KEI,KEI Industries Ltd,Active,A ,2.00,INE878B01027,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
519552,Heritage Foods Limited,HERITGFOOD,Heritage Foods Ltd,Active,A ,5.00,INE978A01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
519600,CCL Products (India) Ltd.,CCL,CCL Products (India) Ltd,Active,A ,2.00,INE421D01022,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
520051,Jamna Auto Industries Ltd.,JAMNAAUTO,Jamna Auto Industries Ltd,Active,A ,1.00,INE039C01032,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520056,TVS Holdings Limited,TVSHLTD,TVS Holdings Ltd,Active,A ,5.00,INE105A01035,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
520111,Ratnamani Metals & Tubes Ltd,RATNAMANI,Ratnamani Metals & Tubes Ltd,Active,A ,2.00,INE703B01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
520113,Vesuvius India Ltd.,VESUVIUS,Vesuvius India Ltd,Active,A ,10.00,INE386A01015,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
521016,Indo Count Industries Ltd,ICIL,Indo Count Industries Ltd,Active,A ,2.00,INE483B01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521064,Trident Ltd,TRIDENT,Trident Ltd,Active,A ,1.00,INE064C01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521070,Alok Industries Ltd.,ALOKINDS,Alok Industries Ltd,Active,A ,1.00,INE270A01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
522074,Elgi Equipments Ltd.,ELGIEQUIP,Elgi Equipments Ltd,Active,A ,1.00,INE285A01027,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
522113,Timken India Ltd,TIMKEN,Timken India Ltd,Active,A ,10.00,INE325A01013,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
522205,Praj Industries Ltd.,PRAJIND,Praj Industries Ltd,Active,A ,2.00,INE074A01025,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522287,KALPATARU PROJECTS INTERNATIONAL LIMITED,KPIL,Kalpataru Projects International Ltd,Active,A ,2.00,INE220B01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
523025,Safari Industries (India) Ltd.,SAFARI,Safari Industries India Ltd,Active,A ,2.00,INE429E01023,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
523319,Balmer Lawrie & Co. Ltd.,BALMLAWRIE,Balmer Lawrie & Company Ltd,Active,A ,10.00,INE164A01016,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523367,DCM Shriram Limited,DCMSHRIRAM,DCM Shriram Ltd,Active,A ,2.00,INE499A01024,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523395,3M India Ltd.,3MINDIA,3M India Ltd,Active,A ,10.00,INE470A01017,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
523405,JM Financial Limited,JMFINANCIL,JM Financial Ltd,Active,A ,1.00,INE780C01023,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
523445,Reliance Industrial Infrastructure,RIIL,Reliance Industrial Infrastructure Ltd,Active,A ,10.00,INE046A01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
523457,Linde India Limited,LINDEINDIA,Linde India Ltd,Active,A ,10.00,INE473A01011,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
523477,Gujarat Gas Co. Ltd.,GUJRATGAS,Gujarat Gas Company Ltd,Delisted,A ,2.00,INE374A01029, ,Equity,-,-,-,-
523598,Shipping Corporation Of India Ltd,SCI,Shipping Corporation of India Ltd,Active,A ,10.00,INE109A01011,Shipping,Equity,Services,Services,Transport Services,Shipping
523630,National Fertilizers Ltd.,NFL,National Fertilizers Ltd,Active,A ,10.00,INE870D01012,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
523642,PI Industries Limited,PIIND,PI Industries Ltd,Active,A ,1.00,INE603J01030,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
523704,Mastek Limited,MASTEK,Mastek Ltd,Active,A ,5.00,INE759A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
524000,POONAWALLA FINCORP LIMITED,POONAWALLA,Poonawalla Fincorp Ltd,Active,A ,2.00,INE511C01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
524051,Polyplex Corporation Ltd.,POLYPLEX,Polyplex Corporation Ltd,Active,A ,10.00,INE633B01018,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
524200,Vinati Organics Ltd.,VINATIORGA,Vinati Organics Ltd,Active,A ,1.00,INE410B01037,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
524208,Aarti Industries Ltd,AARTIIND,Aarti Industries Ltd,Active,A ,5.00,INE769A01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
524226,Gujarat Ambuja Exports Ltd.,GAEL,Gujarat Ambuja Exports Ltd,Active,A ,1.00,INE036B01030,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
524230,Rashtriya Chemicals & Fertilizers Limited,RCF,Rashtriya Chemicals and Fertilizers Ltd,Active,A ,10.00,INE027A01015,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
524372,Orchid Pharma Limited,ORCHPHARMA,Orchid Pharma Ltd,Active,A ,10.00,INE191A01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524404,Marksans Pharma Ltd.,MARKSANS,Marksans Pharma Ltd,Active,A ,1.00,INE750C01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524494,Ipca Laboratories Ltd.,IPCALAB,Ipca Laboratories Ltd,Active,A ,1.00,INE571A01038,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524558,Neuland Laboratories Limited.,NEULANDLAB,Neuland Laboratories Ltd,Active,A ,10.00,INE794A01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524715,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Sun Pharmaceutical Industries Ltd,Active,A ,1.00,INE044A01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524742,Caplin Point Laboratories Ltd.,CAPLIPOINT,Caplin Point Laboratories Ltd,Active,A ,2.00,INE475E01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524804,Aurobindo Pharma Ltd.,AUROPHARMA,Aurobindo Pharma Ltd,Active,A ,1.00,INE406A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524816,Natco Pharma Ltd.,NATCOPHARM,Natco Pharma Ltd,Active,A ,2.00,INE987B01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
526299,Mphasis Limited,MPHASIS,Mphasis Ltd,Active,A ,10.00,INE356A01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
526371,NMDC Ltd,NMDC,NMDC Ltd,Active,A ,1.00,INE584A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
526612,Blue Dart Express Ltd.,BLUEDART,Blue Dart Express Ltd,Active,A ,10.00,INE233B01017,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
526650,Tourism Finance Corpn. Of India Ltd,TFCILTD,Tourism Finance Corporation of India Ltd,Active,A ,10.00,INE305A01015,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
526991,Atlas Copco (India) Ltd.,ATLASCOPCO,Atlas Copco India Ltd,Delisted,A ,10.00,INE445A01019, ,Equity,-,-,-,-
530005,India Cements Ltd.,INDIACEM,India Cements Ltd,Active,A ,10.00,INE383A01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
530007,JK Tyre & Industries Ltd.,JKTYRE,JK Tyre & Industries Ltd,Active,A ,2.00,INE573A01042,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
530019,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,Jubilant Pharmova Ltd,Active,A ,1.00,INE700A01033,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530343,Genus Power Infrastructures Ltd,GENUSPOWER,Genus Power Infrastructures Ltd,Active,A ,1.00,INE955D01029,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
